timestamp:integer,:START_ID,relation:TYPE,:END_ID,relationCode:int,relationName:string
2980276077,P001458857,family,P005219230,106,兄弟
2980276078,P005218184,family,P001405251,103,父亲
2980276079,P001516697,family,P005218717,103,父亲
2980276080,P001567056,family,P005219367,105,配偶
2980276081,P005218044,family,P005219816,103,父亲
2980276082,P001407233,family,P001461620,105,配偶
2980276083,P002930866,family,P002930868,109,姐弟
2980276084,P001452216,family,P005221529,211,叔侄
2980276085,P001410493,family,P002932179,105,配偶
2980276086,P001405378,family,P005219085,214,弟媳
2980276087,P001408115,family,P001412483,106,兄弟
2980276088,P001428087,family,P001447993,205,表兄妹
2980276089,P001398730,family,P002930724,220,亲属
2980276090,P001408002,family,P001409801,105,配偶
2980276091,P001499097,family,P001499096,106,兄弟
2980276092,P001421503,family,P001558156,105,配偶
2980276093,P001420988,family,P002931714,103,父亲
2980276094,P000202899,family,P002932473,103,父亲
2980276095,P001397598,family,P002932724,103,父亲
2980276096,P001426659,family,P001426667,106,兄弟
2980276097,P002930275,family,P002931214,103,父亲
2980276098,P001410337,family,P002932381,106,兄弟
2980276099,P002930849,family,P002932553,105,配偶
2980276100,P001414443,family,P005220468,103,父亲
2980276101,P005190546,family,P005268330,213,舅甥
2980276102,P001440394,family,P001536331,220,亲属
2980276103,P001498165,family,P002932309,105,配偶
2980276104,P001438325,family,P005220754,106,兄弟
2980276105,P001428635,family,P001532499,201,表兄弟
2980276106,P001430926,family,P002931160,105,配偶
2980276107,P001395700,family,P005220446,103,父亲
2980276108,P005218248,family,P005221679,105,配偶
2980276109,P001394139,family,P001428663,103,父亲
2980276110,P002931005,family,P002932877,103,父亲
2980276111,P001537147,family,P005220718,109,姐弟
2980276112,P001472679,family,P001472680,105,配偶
2980276113,P005217924,family,P001574075,109,姐弟
2980276114,P001451583,family,P005220978,106,兄弟
2980276115,P001467785,family,P001553032,106,兄弟
2980276116,P001422683,family,P005218602,106,兄弟
2980276117,P001412871,family,P005220946,104,母亲
2980276118,P001410723,family,P001460486,105,配偶
2980276119,P001404560,family,P005219811,105,配偶
2980276120,P001540703,family,P005221576,105,配偶
2980276121,P001411316,family,P005268331,220,亲属
2980276122,P001420686,family,P005218736,106,兄弟
2980276123,P001443723,family,P005218973,105,配偶
2980276124,P001570309,family,P005219594,104,母亲
2980276125,P005218129,family,P001501777,105,配偶
2980276126,P001407647,family,P002930458,219,其他
2980276127,P001416752,family,P002932062,105,配偶
2980276128,P001451355,family,P005220041,106,兄弟
2980276129,P001424480,family,P001443054,211,叔侄
2980276130,P001445569,family,P002931344,105,配偶
2980276131,P005218250,family,P005220809,105,配偶
2980276132,P001420296,family,P001420297,220,亲属
2980276133,P005217920,family,P001445787,103,父亲
2980276134,P001445149,family,P001463981,106,兄弟
2980276135,P001508535,family,P001574314,220,亲属
2980276136,P001399120,family,P002931469,106,兄弟
2980276137,P001405703,family,P005221282,101,祖父
2980276138,P001429800,family,P001429801,211,叔侄
2980276139,P002930801,family,P002931612,104,母亲
2980276140,P001415101,family,P005221354,108,兄妹
2980276141,P001419117,family,P001451827,215,儿媳
2980276142,P001450746,family,P001555514,105,配偶
2980276143,P001502949,family,P002930749,109,姐弟
2980276144,P001427832,family,P002932082,220,亲属
2980276145,P001401830,family,P002932274,105,配偶
2980276146,P005218022,family,P005220713,104,母亲
2980276147,P001405316,family,P001417379,105,配偶
2980276148,P001478864,family,P001478867,220,亲属
2980276149,P001398383,family,P001549767,103,父亲
2980276150,P001427065,family,P002931225,220,亲属
2980276151,P001544504,family,P002932126,108,兄妹
2980276152,P001450787,family,P002933044,211,叔侄
2980276153,P001446047,family,P002933052,106,兄弟
2980276154,P001552832,family,P005219097,105,配偶
2980276155,P001404157,family,P005221333,105,配偶
2980276156,P002930443,family,P001412036,106,兄弟
2980276157,P001445568,family,P001426983,104,母亲
2980276158,P002930666,family,P002930661,103,父亲
2980276159,P001397758,family,P002931077,106,兄弟
2980276160,P001413872,family,P002931669,213,舅甥
2980276161,P000842705,family,P002932757,209,姐夫
2980276162,P005218194,family,P005218544,104,母亲
2980276163,P001427036,family,P005218698,105,配偶
2980276164,P001533827,family,P005221021,106,兄弟
2980276165,P001424818,family,P005220941,105,配偶
2980276166,P001406789,family,P001406788,104,母亲
2980276167,P001406138,family,P001428816,103,父亲
2980276168,P001429035,family,P001477835,103,父亲
2980276169,P001518260,family,P001566797,219,其他
2980276170,P001407255,family,P002931305,103,父亲
2980276171,P001411828,family,P002931312,105,配偶
2980276172,P002930601,family,P002931951,106,兄弟
2980276173,P001414636,family,P002932722,210,妹夫
2980276174,P001467605,family,P005218994,106,兄弟
2980276175,P001408000,family,P005219903,105,配偶
2980276176,P001413682,family,P001431442,220,亲属
2980276177,P005218160,family,P001533083,104,母亲
2980276178,P005218411,family,P005221708,108,兄妹
2980276179,P005190239,family,P005218476,220,亲属
2980276180,P001553948,family,P005218482,106,兄弟
2980276181,P001561263,family,P005218503,104,母亲
2980276182,P001577995,family,P005219440,220,亲属
2980276183,P001551650,family,P005219845,103,父亲
2980276184,P001516596,family,P005220758,106,兄弟
2980276185,P001444523,family,P001444524,105,配偶
2980276186,P001444536,family,P001448022,210,妹夫
2980276187,P001445589,family,P001466796,220,亲属
2980276188,P001421462,family,P001507922,104,母亲
2980276189,P001405629,family,P002933015,108,兄妹
2980276190,P005218120,family,P005219429,105,配偶
2980276191,P000268343,family,P005220319,106,兄弟
2980276192,P001449827,family,P005221564,108,兄妹
2980276193,P002931034,family,P001400673,104,母亲
2980276194,P005218123,family,P001433957,108,兄妹
2980276195,P001426379,family,P001445155,105,配偶
2980276196,P001498196,family,P001445983,219,其他
2980276197,P001447406,family,P002932593,209,姐夫
2980276198,P001520531,family,P002932813,105,配偶
2980276199,P001445326,family,P002932823,103,父亲
2980276200,P000573140,family,P005219607,106,兄弟
2980276201,P001420140,family,P005221167,103,父亲
2980276202,P001444474,family,P001425898,104,母亲
2980276203,P001411029,family,P002931336,220,亲属
2980276204,P001468188,family,P002932084,108,兄妹
2980276205,P001431755,family,P001413963,105,配偶
2980276206,P001407510,family,P002932111,105,配偶
2980276207,P001432467,family,P005219718,105,配偶
2980276208,P001448026,family,P005220299,103,父亲
2980276209,P001550360,family,P005220737,105,配偶
2980276210,P001572964,family,P005221511,108,兄妹
2980276211,P001394692,family,P001394693,220,亲属
2980276212,P001403806,family,P001420999,106,兄弟
2980276213,P002930455,family,P002930456,106,兄弟
2980276214,P001420525,family,P001420524,103,父亲
2980276215,P005218068,family,P001421721,103,父亲
2980276216,P002930426,family,P001426128,103,父亲
2980276217,P001426984,family,P001426985,105,配偶
2980276218,P001456058,family,P005218454,105,配偶
2980276219,P001482815,family,P005218606,103,父亲
2980276220,P001448839,family,P005220784,107,姐妹
2980276221,P001435623,family,P001405358,105,配偶
2980276222,P001414661,family,P001417787,105,配偶
2980276223,P005191679,family,P001444594,103,父亲
2980276225,P002931107,family,P002933007,108,兄妹
2980276226,P001403072,family,P005219182,220,亲属
2980276227,P001426379,family,P005220209,106,兄弟
2980276228,P001404094,family,P005221149,105,配偶
2980276229,P001427190,family,P001427192,103,父亲
2980276230,P001447466,family,P001446609,106,兄弟
2980276231,P001426661,family,P001457861,103,父亲
2980276232,P001445103,family,P002931887,106,兄弟
2980276233,P001488881,family,P005220364,105,配偶
2980276234,P001427580,family,P001427581,106,兄弟
2980276235,P001414791,family,P002932752,209,姐夫
2980276236,P001453850,family,P001550602,109,姐弟
2980276237,P001454498,family,P005220672,220,亲属
2980276238,P001580537,family,P005221629,106,兄弟
2980276239,P001393408,family,P001424064,103,父亲
2980276240,P001426582,family,P001459737,209,姐夫
2980276241,P001448105,family,P002931809,103,父亲
2980276242,P001445235,family,P002932980,105,配偶
2980276243,P001426753,family,P001426942,103,父亲
2980276244,P002930913,family,P001427777,201,表兄弟
2980276245,P001446538,family,P001446537,105,配偶
2980276246,P001407951,family,P001450896,105,配偶
2980276247,P001421600,family,P002932341,103,父亲
2980276248,P001412784,family,P005218687,107,姐妹
2980276249,P001419807,family,P005219079,107,姐妹
2980276250,P001427997,family,P005220806,104,母亲
2980276251,P001406793,family,P001424177,106,兄弟
2980276252,P001394245,family,P002931819,220,亲属
2980276253,P001493249,family,P005218979,201,表兄弟
2980276254,P005217951,family,P005219183,109,姐弟
2980276255,P001399940,family,P005221687,106,兄弟
2980276256,P001403307,family,P001403308,219,其他
2980276257,P001565929,family,P001565932,105,配偶
2980276258,P001407503,family,P002932118,220,亲属
2980276259,P001424306,family,P002932170,103,父亲
2980276260,P001467752,family,P002932404,108,兄妹
2980276261,P001427065,family,P002932832,108,兄妹
2980276262,P001479866,family,P005220451,105,配偶
2980276263,P001432060,family,P001414270,106,兄弟
2980276264,P001546779,family,P001502264,104,母亲
2980276265,P001408279,family,P002930974,105,配偶
2980276266,P001444435,family,P005219026,105,配偶
2980276267,P001424658,family,P005219368,108,兄妹
2980276268,P001420212,family,P005219535,105,配偶
2980276269,P001507648,family,P005219547,108,兄妹
2980276270,P001413452,family,P001413453,106,兄弟
2980276271,P001403351,family,P001420585,106,兄弟
2980276272,P001439866,family,P001421461,220,亲属
2980276273,P001406793,family,P002931648,105,配偶
2980276274,P001401865,family,P002931827,105,配偶
2980276275,P001581760,family,P005218716,201,表兄弟
2980276276,P001447438,family,P005219681,105,配偶
2980276277,P001563153,family,P005219733,105,配偶
2980276278,P001405668,family,P005219899,105,配偶
2980276279,P001412377,family,P005220022,105,配偶
2980276280,P001466582,family,P002932002,109,姐弟
2980276281,P001422659,family,P002932034,105,配偶
2980276282,P001495164,family,P002932907,105,配偶
2980276283,P001409062,family,P005218883,106,兄弟
2980276284,P001445703,family,P005218890,105,配偶
2980276285,P001419479,family,P005220883,105,配偶
2980276286,P001395452,family,P001411737,110,儿子
2980276287,P001432060,family,P001435678,103,父亲
2980276288,P001424656,family,P001516045,103,父亲
2980276289,P002931055,family,P002931052,108,兄妹
2980276290,P001435605,family,P002932874,109,姐弟
2980276291,P001424209,family,P005219129,105,配偶
2980276292,P001423399,family,P005219234,109,姐弟
2980276293,P001418318,family,P005220495,105,配偶
2980276294,P001416923,family,P005220741,103,父亲
2980276295,P002930605,family,P001407846,103,父亲
2980276296,P005218214,family,P001427075,213,舅甥
2980276297,P001443259,family,P001557042,103,父亲
2980276298,P001533881,family,P005219235,105,配偶
2980276299,P001428051,family,P005220847,106,兄弟
2980276300,P001464648,family,P005221321,105,配偶
2980276301,P001447428,family,P001521791,106,兄弟
2980276302,P001409020,family,P005219356,105,配偶
2980276303,P001568205,family,P005219710,105,配偶
2980276304,P001406138,family,P005219968,105,配偶
2980276305,P001515860,family,P005220971,106,兄弟
2980276306,P001407511,family,P005221615,105,配偶
2980276307,P001463859,family,P001427272,103,父亲
2980276308,P001467754,family,P002931142,105,配偶
2980276309,P001509522,family,P002932121,105,配偶
2980276310,P001447416,family,P005219812,106,兄弟
2980276311,P001405754,family,P002930643,110,儿子
2980276312,P001395072,family,P005221319,108,兄妹
2980276313,P001483247,family,P005219324,105,配偶
2980276314,P001433281,family,P001552867,103,父亲
2980276315,P005218128,family,P005220192,104,母亲
2980276316,P001455292,family,P005220778,106,兄弟
2980276317,P001423886,family,P002930894,108,兄妹
2980276318,P002930828,family,P002932424,109,姐弟
2980276319,P001475861,family,P005219689,106,兄弟
2980276320,P001399923,family,P001399924,106,兄弟
2980276321,P005218175,family,P001402247,105,配偶
2980276322,P002931228,family,P005218592,106,兄弟
2980276323,P001437552,family,P005219473,105,配偶
2980276324,P000705604,family,P005220235,220,亲属
2980276325,P000964158,family,P000962162,108,兄妹
2980276326,P001501836,family,P001553083,220,亲属
2980276327,P001462362,family,P001566761,103,父亲
2980276328,P001424187,family,P002931352,209,姐夫
2980276329,P002930672,family,P001413013,212,姑侄
2980276330,P001451392,family,P001451393,105,配偶
2980276331,P001420303,family,P005220256,106,兄弟
2980276332,P001417361,family,P001403319,220,亲属
2980276333,P001424146,family,P001406769,106,兄弟
2980276334,P001427775,family,P002931747,211,叔侄
2980276335,P001416640,family,P005218964,105,配偶
2980276336,P001420592,family,P005220436,106,兄弟
2980276337,P001393164,family,P001424305,103,父亲
2980276338,P001402972,family,P005219053,106,兄弟
2980276339,P000993230,family,P005219520,105,配偶
2980276340,P001424386,family,P005220928,103,父亲
2980276341,P001392132,family,P005221645,105,配偶
2980276342,P001429067,family,P005221673,108,兄妹
2980276343,P005217958,family,P001447991,103,父亲
2980276344,P001425862,family,P001425867,105,配偶
2980276345,P005218159,family,P001442491,103,父亲
2980276346,P005217878,family,P001470631,104,母亲
2980276347,P005218332,family,P001535367,105,配偶
2980276348,P005217902,family,P005219546,104,母亲
2980276349,P001426581,family,P005220858,220,亲属
2980276350,P001472420,family,P002931132,103,父亲
2980276351,P002930837,family,P002931903,105,配偶
2980276352,P001513691,family,P005219003,105,配偶
2980276353,P001576222,family,P005220462,105,配偶
2980276354,P001429790,family,P001429791,103,父亲
2980276355,P001410977,family,P001477590,106,兄弟
2980276356,P001511357,family,P001529264,103,父亲
2980276357,P001410945,family,P002930681,105,配偶
2980276358,P002930304,family,P002932275,216,女婿
2980276359,P005218329,family,P005218050,104,母亲
2980276360,P001403356,family,P005218846,105,配偶
2980276361,P001423714,family,P005219798,103,父亲
2980276362,P001421621,family,P005220003,108,兄妹
2980276363,P001421235,family,P005220032,105,配偶
2980276364,P001451663,family,P002930492,210,妹夫
2980276365,P000677317,family,P002932316,106,兄弟
2980276366,P002930826,family,P002932428,106,兄弟
2980276367,P001442776,family,P005219445,108,兄妹
2980276368,P001534783,family,P005219585,106,兄弟
2980276369,P000021677,family,P005220074,103,父亲
2980276370,P001428220,family,P001428223,105,配偶
2980276371,P005217928,family,P001546748,103,父亲
2980276372,P001431376,family,P002931242,103,父亲
2980276373,P001446040,family,P002932565,104,母亲
2980276374,P001395374,family,P005219330,105,配偶
2980276375,P001394929,family,P005219394,103,父亲
2980276376,P001410666,family,P005221262,220,亲属
2980276377,P005217845,family,P001425000,109,姐弟
2980276378,P002930631,family,P002932017,107,姐妹
2980276379,P001421042,family,P002932923,105,配偶
2980276380,P001438723,family,P005219148,106,兄弟
2980276381,P001483755,family,P005219532,105,配偶
2980276382,P005218366,family,P001466599,213,舅甥
2980276383,P001420582,family,P002932621,211,叔侄
2980276384,P002784173,family,P005219432,105,配偶
2980276385,P001416916,family,P005220518,105,配偶
2980276386,P001404562,family,P001421942,106,兄弟
2980276387,P001404578,family,P001421962,219,其他
2980276388,P005218133,family,P001427071,211,叔侄
2980276389,P001516070,family,P001516907,105,配偶
2980276390,P001421817,family,P005219218,105,配偶
2980276391,P001434229,family,P005219993,106,兄弟
2980276392,P001472131,family,P005220182,103,父亲
2980276393,P001538654,family,P005221293,105,配偶
2980276394,P001427700,family,P002932061,103,父亲
2980276395,P001426753,family,P002932940,106,兄弟
2980276396,P002155200,family,P005221234,105,配偶
2980276397,P001426829,family,P001409477,103,父亲
2980276398,P001501217,family,P005219067,108,兄妹
2980276399,P001472131,family,P005219854,201,表兄弟
2980276400,P000833538,family,P002967521,106,兄弟
2980276401,P001467522,family,P002932346,211,叔侄
2980276402,P002967399,family,P005190986,105,配偶
2980276403,P001498319,family,P005220985,105,配偶
2980276404,P001446457,family,P005219103,108,兄妹
2980276405,P005218342,family,P005219804,105,配偶
2980276406,P001462362,family,P005220354,216,女婿
2980276407,P002930584,family,P001406777,103,父亲
2980276408,P001405217,family,P001435607,219,其他
2980276409,P001454461,family,P005219957,105,配偶
2980276410,P001420126,family,P005219959,105,配偶
2980276411,P001519807,family,P002933061,105,配偶
2980276412,P000462216,family,P005221322,213,舅甥
2980276413,P001532805,family,P005221647,109,姐弟
2980276414,P001427009,family,P001445598,105,配偶
2980276415,P001449897,family,P001555205,219,其他
2980276416,P001438124,family,P002931085,220,亲属
2980276417,P001433578,family,P002931518,220,亲属
2980276418,P002931080,family,P002932990,107,姐妹
2980276419,P001439857,family,P005221274,106,兄弟
2980276420,P001403303,family,P001434843,106,兄弟
2980276421,P001435192,family,P001453751,103,父亲
2980276422,P001425862,family,P005220362,213,舅甥
2980276423,P001479248,family,P005221146,105,配偶
2980276424,P001462513,family,P005221599,105,配偶
2980276425,P001408863,family,P001391668,106,兄弟
2980276426,P005218371,family,P001405346,106,兄弟
2980276427,P001420988,family,P001405964,211,叔侄
2980276428,P001417361,family,P001420544,212,姑侄
2980276429,P001427127,family,P001445915,106,兄弟
2980276430,P001427107,family,P001581589,106,兄弟
2980276431,P001431302,family,P002930530,109,姐弟
2980276432,P001409413,family,P005218975,108,兄妹
2980276433,P005218419,family,P001566943,109,姐弟
2980276434,P001426880,family,P002932854,213,舅甥
2980276435,P001406820,family,P001417387,103,父亲
2980276436,P001409564,family,P001439854,103,父亲
2980276437,P001411276,family,P001473646,209,姐夫
2980276438,P001411276,family,P001473646,209,姐夫
2980276439,P001442963,family,P002931446,210,妹夫
2980276440,P001447089,family,P001572854,108,兄妹
2980276441,P005190963,family,P002930150,103,父亲
2980276442,P001431302,family,P002930533,109,姐弟
2980276443,P001454268,family,P005219225,209,姐夫
2980276444,P001407879,family,P005219245,107,姐妹
2980276445,P001141942,family,P005219278,217,姨夫
2980276446,P001445671,family,P001427082,103,父亲
2980276447,P001445271,family,P001445274,106,兄弟
2980276448,P001428078,family,P002931970,106,兄弟
2980276449,P000815295,family,P001391517,216,女婿
2980276450,P001417278,family,P001456601,103,父亲
2980276451,P001428841,family,P001519505,105,配偶
2980276452,P001428620,family,P002932319,106,兄弟
2980276453,P001428862,family,P002932714,209,姐夫
2980276454,P001403065,family,P005221089,105,配偶
2980276455,P005217851,family,P001550184,212,姑侄
2980276456,P001444467,family,P002932386,105,配偶
2980276457,P001421086,family,P005220204,105,配偶
2980276458,P001421863,family,P005221397,109,姐弟
2980276459,P001416006,family,P001435260,103,父亲
2980276460,P002930578,family,P002932288,105,配偶
2980276461,P001435476,family,P002931869,211,叔侄
2980276462,P001475915,family,P002931963,210,妹夫
2980276463,P002930564,family,P002932633,105,配偶
2980276464,P001408378,family,P005218637,211,叔侄
2980276465,P001403445,family,P005219908,106,兄弟
2980276466,P001416994,family,P001426915,106,兄弟
2980276467,P001419122,family,P001401883,103,父亲
2980276468,P002930405,family,P001402690,104,母亲
2980276469,P001444528,family,P001444529,105,配偶
2980276470,P001420279,family,P002932055,103,父亲
2980276471,P001486154,family,P005219299,110,儿子
2980276472,P001452323,family,P005219469,105,配偶
2980276473,P001399644,family,P005220889,105,配偶
2980276474,P001403826,family,P005221119,103,父亲
2980276475,P001426996,family,P001526671,105,配偶
2980276476,P001426944,family,P002932915,106,兄弟
2980276477,P001445671,family,P005219606,210,妹夫
2980276478,P001404898,family,P005220296,105,配偶
2980276479,P002930430,family,P001420605,105,配偶
2980276481,P001519170,family,P001537494,105,配偶
2980276482,P001408361,family,P005219578,105,配偶
2980276483,P001398494,family,P005219986,103,父亲
2980276484,P001520517,family,P005220271,106,兄弟
2980276485,P001523360,family,P001498940,105,配偶
2980276486,P001435476,family,P001555030,103,父亲
2980276487,P001450471,family,P002931295,211,叔侄
2980276488,P001571824,family,P005221405,108,兄妹
2980276489,P001445325,family,P001463955,103,父亲
2980276490,P001393817,family,P002932540,103,父亲
2980276491,P002931073,family,P002933006,109,姐弟
2980276492,P001424907,family,P005220068,105,配偶
2980276493,P001397621,family,P001416860,103,父亲
2980276494,P001414627,family,P001432266,105,配偶
2980276495,P001469660,family,P005219625,105,配偶
2980276496,P001405301,family,P005220057,105,配偶
2980276497,P005218191,family,P001409779,105,配偶
2980276498,P001403431,family,P005218948,210,妹夫
2980276499,P001409954,family,P005220834,105,配偶
2980276500,P001427702,family,P005221084,216,女婿
2980276501,P001404092,family,P001421479,104,母亲
2980276502,P001426733,family,P001461737,211,叔侄
2980276503,P001446538,family,P001548282,108,兄妹
2980276504,P002930793,family,P002931302,209,姐夫
2980276505,P001467747,family,P002931850,201,表兄弟
2980276506,P001426944,family,P002932916,106,兄弟
2980276507,P001524261,family,P005220248,106,兄弟
2980276508,P001438412,family,P005220483,106,兄弟
2980276509,P001439866,family,P001442638,106,兄弟
2980276510,P002930846,family,P002931150,210,妹夫
2980276511,P001440394,family,P005221685,106,兄弟
2980276512,P005217987,family,P001427692,105,配偶
2980276513,P001408315,family,P005220588,106,兄弟
2980276514,P001440888,family,P005221528,108,兄妹
2980276515,P001420708,family,P001403678,105,配偶
2980276516,P001445662,family,P001463879,106,兄弟
2980276517,P001403085,family,P002930938,211,叔侄
2980276518,P001396921,family,P005219598,106,兄弟
2980276519,P002931115,family,P002933033,106,兄弟
2980276520,P002784196,family,P005219059,105,配偶
2980276521,P005218163,family,P001414809,104,母亲
2980276522,P002930971,family,P002930969,103,父亲
2980276523,P001429121,family,P005219170,106,兄弟
2980276524,P001518472,family,P005219588,105,配偶
2980276525,P001448795,family,P005219102,104,母亲
2980276526,P001417578,family,P002931287,209,姐夫
2980276527,P002930361,family,P002931411,103,父亲
2980276528,P001428620,family,P002932063,105,配偶
2980276529,P001427126,family,P002932583,211,叔侄
2980276530,P001405719,family,P002932965,106,兄弟
2980276531,P001410548,family,P005220208,105,配偶
2980276532,P001422736,family,P005221456,110,儿子
2980276533,P001426031,family,P001408681,103,父亲
2980276534,P001412314,family,P001412315,105,配偶
2980276535,P005218221,family,P001416366,104,母亲
2980276536,P001397993,family,P005218474,106,兄弟
2980276537,P001546014,family,P005218529,105,配偶
2980276538,P001476146,family,P005219826,109,姐弟
2980276539,P001426582,family,P001426583,105,配偶
2980276540,P001408354,family,P002930542,109,姐弟
2980276541,P001430901,family,P002932131,213,舅甥
2980276542,P001452170,family,P002932976,103,父亲
2980276543,P001421446,family,P005220463,106,兄弟
2980276544,P001426975,family,P005220762,109,姐弟
2980276545,P002930272,family,P001402169,103,父亲
2980276546,P005218069,family,P001425677,105,配偶
2980276547,P001424979,family,P001445677,103,父亲
2980276548,P001532333,family,P005218970,220,亲属
2980276549,P001427070,family,P001466798,203,堂兄弟
2980276550,P001399136,family,P005218615,108,兄妹
2980276551,P001404882,family,P001435601,106,兄弟
2980276552,P001427507,family,P001537580,105,配偶
2980276553,P001570553,family,P001570555,110,儿子
2980276554,P001417578,family,P002930479,106,兄弟
2980276555,P001431302,family,P002930532,109,姐弟
2980276556,P001502949,family,P002931456,105,配偶
2980276557,P001424703,family,P002932846,104,母亲
2980276558,P001398832,family,P005218823,105,配偶
2980276559,P001406369,family,P005220848,110,儿子
2980276560,P001558324,family,P005220875,106,兄弟
2980276561,P001445662,family,P002930952,109,姐弟
2980276562,P001405627,family,P005221350,107,姐妹
2980276563,P001550337,family,P005221378,105,配偶
2980276564,P002930572,family,P002931908,203,堂兄弟
2980276565,P002930752,family,P005220321,220,亲属
2980276566,P001407092,family,P005220343,106,兄弟
2980276567,P001423080,family,P005220459,220,亲属
2980276568,P001427702,family,P002932659,108,兄妹
2980276569,P001408483,family,P005219058,105,配偶
2980276570,P001416238,family,P005220298,107,姐妹
2980276571,P001450659,family,P005221543,108,兄妹
2980276572,P001411624,family,P001411625,103,父亲
2980276573,P001449903,family,P001534610,103,父亲
2980276574,P001426724,family,P002931013,110,儿子
2980276575,P001423080,family,P005220306,220,亲属
2980276576,P001434243,family,P005220914,105,配偶
2980276577,P005218368,family,P001413531,103,父亲
2980276578,P001394692,family,P002931649,106,兄弟
2980276579,P002931107,family,P002933024,103,父亲
2980276580,P001427131,family,P005219150,108,兄妹
2980276581,P001176132,family,P005219164,108,兄妹
2980276582,P001423025,family,P005221295,105,配偶
2980276583,P002930337,family,P001476017,104,母亲
2980276584,P001428087,family,P002931092,220,亲属
2980276585,P001391179,family,P002932144,103,父亲
2980276586,P001486155,family,P002933041,104,母亲
2980276587,P000792560,family,P005218914,105,配偶
2980276588,P001447457,family,P005220556,210,妹夫
2980276589,P001535323,family,P005221051,108,兄妹
2980276590,P001444487,family,P002931831,106,兄弟
2980276591,P001427065,family,P002932879,211,叔侄
2980276592,P001420932,family,P001420934,201,表兄弟
2980276593,P001409418,family,P001426775,106,兄弟
2980276594,P005217840,family,P001435197,105,配偶
2980276595,P001403431,family,P001468110,103,父亲
2980276596,P001416920,family,P005219437,219,其他
2980276597,P001406748,family,P002930860,105,配偶
2980276598,P001498197,family,P005220975,219,其他
2980276599,P005218282,family,P001416278,103,父亲
2980276600,P001407929,family,P002932087,103,父亲
2980276601,P001400004,family,P002932342,105,配偶
2980276602,P002930890,family,P002931775,105,配偶
2980276603,P001393488,family,P005219039,105,配偶
2980276604,P001420152,family,P005221636,106,兄弟
2980276605,P001446283,family,P001501358,211,叔侄
2980276606,P001428635,family,P001551213,201,表兄弟
2980276607,P002930727,family,P002932248,103,父亲
2980276608,P001481581,family,P005219045,103,父亲
2980276609,P001414190,family,P002930907,110,儿子
2980276610,P001450948,family,P005219032,106,兄弟
2980276611,P001414680,family,P000742285,213,舅甥
2980276612,P001413668,family,P001413667,105,配偶
2980276613,P001406507,family,P001423850,211,叔侄
2980276614,P001397352,family,P001567408,108,兄妹
2980276615,P001467527,family,P002932755,219,其他
2980276616,P001404590,family,P002931152,105,配偶
2980276617,P001426945,family,P002932710,220,亲属
2980276618,P001421389,family,P002932713,106,兄弟
2980276619,P001411076,family,P002932786,105,配偶
2980276620,P001449844,family,P005221198,108,兄妹
2980276621,P002930416,family,P001416368,103,父亲
2980276622,P001410551,family,P001427937,209,姐夫
2980276623,P001424357,family,P001466549,213,舅甥
2980276624,P002931094,family,P002931454,105,配偶
2980276625,P001391147,family,P005218712,108,兄妹
2980276626,P005218285,family,P001415307,105,配偶
2980276627,P001466580,family,P001466583,105,配偶
2980276628,P001486159,family,P001467520,103,父亲
2980276629,P001518260,family,P002931220,219,其他
2980276630,P001422964,family,P002931594,106,兄弟
2980276631,P001452103,family,P005220426,220,亲属
2980276632,P001423386,family,P005221612,108,兄妹
2980276633,P001430972,family,P005221745,103,父亲
2980276634,P001412978,family,P005218767,209,姐夫
2980276635,P001411988,family,P005219989,106,兄弟
2980276636,P005217863,family,P001415304,104,母亲
2980276637,P001439787,family,P001421377,105,配偶
2980276638,P001427020,family,P001446184,106,兄弟
2980276639,P001428087,family,P002932335,220,亲属
2980276640,P005217809,family,P005219237,105,配偶
2980276641,P001447457,family,P005221462,106,兄弟
2980276642,P001488157,family,P001501142,110,儿子
2980276643,P001428106,family,P005218953,220,亲属
2980276644,P001420717,family,P001162433,209,姐夫
2980276645,P002930899,family,P001399642,103,父亲
2980276646,P001391510,family,P001412641,103,父亲
2980276647,P001466584,family,P002932918,210,妹夫
2980276648,P001407510,family,P005219241,220,亲属
2980276649,P001407176,family,P005219759,103,父亲
2980276650,P001412407,family,P005220982,105,配偶
2980276651,P001426733,family,P001442852,213,舅甥
2980276652,P001410780,family,P005220071,105,配偶
2980276653,P001420582,family,P001426401,211,叔侄
2980276654,P001445667,family,P001445084,105,配偶
2980276655,P001427050,family,P001508153,106,兄弟
2980276656,P002930453,family,P002931606,103,父亲
2980276657,P001413006,family,P005220107,106,兄弟
2980276658,P005218048,family,P005218050,108,兄妹
2980276659,P001509522,family,P005219393,210,妹夫
2980276660,P001421941,family,P005220524,105,配偶
2980276661,P005217942,family,P001479035,104,母亲
2980276662,P002930853,family,P002931180,105,配偶
2980276663,P001550698,family,P005220683,105,配偶
2980276664,P001422386,family,P005220696,105,配偶
2980276665,P001577995,family,P001581764,104,母亲
2980276666,P001495396,family,P002931357,210,妹夫
2980276667,P001421966,family,P005219794,106,兄弟
2980276668,P001435623,family,P001511265,220,亲属
2980276669,P005218136,family,P001553532,105,配偶
2980276670,P001426753,family,P002930881,220,亲属
2980276671,P001520909,family,P002931023,109,姐弟
2980276672,P001406424,family,P002932149,220,亲属
2980276673,P001433200,family,P002932447,209,姐夫
2980276674,P001549364,family,P005218879,209,姐夫
